kabupaten,tahun,ALLSKY_SFC_SW_DWN_utama_mean,T2M_utama_mean,T2M_MAX_utama_mean,T2M_MIN_utama_mean,RH2M_utama_mean,PRECTOTCORR_utama_sum,ALLSKY_SFC_SW_DWN_gadu_mean,T2M_gadu_mean,T2M_MAX_gadu_mean,T2M_MIN_gadu_mean,RH2M_gadu_mean,PRECTOTCORR_gadu_sum,ALLSKY_SFC_SW_DWN_kemarau_mean,T2M_kemarau_mean,T2M_MAX_kemarau_mean,T2M_MIN_kemarau_mean,RH2M_kemarau_mean,PRECTOTCORR_kemarau_sum,luas_panen_ha,produksi_ton,produktivitas_ton_per_ha,prodvt_lag1,prodvt_roll2,prodvt_roll3
Pesisir Barat,2024,19.34936625880608,25.836628698553948,28.352447608453836,24.178199703374123,85.90284345569151,1546.82,18.0685376344086,26.382798387096777,28.634432795698924,24.72386559139785,85.59059946236559,901.94,21.008677419354836,26.367415770609316,30.07248387096774,23.82476702508961,78.43510394265233,247.62,11090.78,51619.38,4.654260565983637,5.535953429783723,5.316871017001592,5.244482006034051
Pringsewu,2019,18.504105376344086,26.537308755760364,29.49153056835637,24.450840860215052,84.10623748079877,1304.8300000000002,18.252575268817203,26.321013440860213,29.096658602150537,24.314833333333333,84.75852688172043,480.05,20.73783154121864,26.9912688172043,32.01286379928315,23.42825806451613,71.52970250896058,63.74,21439.28,112699.15,5.256666735076924,5.686680567370976,5.686680567370976,5.686680567370976
Pringsewu,2020,19.35117144975899,27.126033518724512,30.460534593993323,24.682295068594737,81.9736476826103,1626.45,17.424833333333336,26.387983870967744,28.745844086021506,24.66464247311828,87.0898682795699,895.77,18.375652329749105,26.001541218637993,28.849856630824377,23.98137634408602,85.569770609319,425.18,23041.49,130867.36,5.679639641359999,5.256666735076924,5.47167365122395,5.47167365122395
Pringsewu,2021,17.730424577572965,26.105806144393245,28.798528725038402,24.08873748079877,85.41729523809525,1281.16,17.744048387096775,26.23068817204301,28.789959677419354,24.342147849462368,85.66664784946238,425.42,17.92485304659498,26.490559139784946,29.730114695340504,24.242896057347668,82.46844802867383,439.68000000000006,21574.65,122185.57,5.663385964546354,5.679639641359999,5.468153188218461,5.540995647935966
Pringsewu,2022,18.378309370199695,26.07516728110599,28.61299062980031,24.201303993855603,86.12442734254992,1302.4,16.974379032258064,26.10293010752688,28.468540322580644,24.359494623655912,86.46172311827956,698.8399999999999,16.77648028673835,25.933430107526885,28.5631541218638,24.116275985663084,85.91046594982079,419.88,23489.05,137096.53,5.836614507610993,5.663385964546354,5.671512802953176,5.5332307803277585
Pringsewu,2023,17.5938089093702,25.90186712749616,28.621032718894014,23.89840752688172,85.89943302611367,1140.6200000000001,17.396241935483868,26.383978494623655,28.85601612903226,24.613056451612902,86.45187365591397,616.8,21.117537634408603,27.06555555555556,31.53328673835125,23.88068458781362,75.78139068100359,69.71000000000001,21752.76,128637.72,5.913627512095017,5.836614507610993,5.750000236078673,5.726546704505782
Pringsewu,2024,18.2012390063033,27.191314571746386,30.414890841675934,24.95646800148313,83.12889558769004,1097.0500000000002,17.450725806451615,26.969405913978495,29.540567204301077,25.081462365591396,86.03555376344086,668.9300000000001,19.955767025089603,27.426870967741934,31.667881720430106,24.461792114695342,76.35734050179212,184.82,22651.01,143902.58,6.353031498374686,5.913627512095017,5.875121009853006,5.804542661417455
Tanggamus,2019,18.504105376344086,25.887988325652845,28.01457926267281,24.312749462365595,83.07309078341015,1277.31,18.252575268817203,25.876459677419355,28.251185483870966,24.114451612903224,83.4941317204301,515.6999999999999,20.73783154121864,25.52194982078853,29.36010752688172,22.997114695340503,74.49166666666667,60.04,24437.96,121750.98,4.982043509360029,5.8392654237977135,5.8392654237977135,5.8392654237977135
Tanggamus,2020,19.35117144975899,26.503319762699295,28.964279866518353,24.70328616981832,80.378970189099,1491.6,17.424833333333336,26.030924731182793,28.002580645161295,24.483505376344088,84.66320698924731,941.78,18.375652329749105,25.5183082437276,27.81522222222222,23.805172043010753,84.22076702508959,398.65,26905.17,148158.63,5.506697411687048,4.982043509360029,5.410654466578871,5.410654466578871
Tanggamus,2021,17.730424577572965,25.561705222734254,27.610816743471577,23.968879877112137,83.67596635944702,1196.58,17.744048387096775,25.86047311827957,28.02024193548387,24.149537634408603,83.38648387096774,420.48,17.92485304659498,25.960290322580647,28.451351254480286,24.13436917562724,81.76719354838708,492.39,22572.24,123414.48,5.467533572210821,5.506697411687048,5.244370460523538,5.4426687816149295
Tanggamus,2022,18.378309370199695,25.38622980030722,27.19845376344086,23.96405668202765,85.13491536098311,1251.49,16.974379032258064,25.73633064516129,27.695755376344085,24.204717741935482,84.08035752688173,612.61,16.77648028673835,25.310767025089607,27.233397849462364,23.82431899641577,85.32767025089606,480.17,22563.4,128674.92,5.7028160649547495,5.467533572210821,5.487115491948934,5.318758164419299
Tanggamus,2023,17.5938089093702,25.220796774193552,27.158521351766513,23.73349262672811,85.179722734255,1146.3600000000001,17.396241935483868,25.899397849462368,27.884913978494623,24.401959677419356,85.13994086021505,629.35,21.117537634408603,25.654505376344087,29.030025089605733,23.328014336917562,78.84490681003585,71.51,25430.89,147163.03,5.786782531008549,5.7028160649547495,5.585174818582786,5.559015682950872
Tanggamus,2024,18.2012390063033,26.39688083055247,28.672924063774566,24.755653466814977,82.64280244716352,1083.12,17.450725806451615,26.695975806451614,28.865852150537634,25.02068010752688,84.05294892473117,640.1,19.955767025089603,26.572788530465953,29.742896057347675,24.351498207885303,76.8768888888889,198.96,23943.52,135017.18,5.638986247636104,5.786782531008549,5.744799297981649,5.652377389391373
Tulang Bawang,2019,17.998651612903227,26.768311213517666,30.407549001536104,23.710162058371736,85.23084347158218,1284.22,16.6292311827957,26.47079032258064,30.37108870967742,23.315639784946235,87.45030376344086,536.36,19.779458781362006,27.965770609318998,34.638939068100356,22.741261648745517,69.3969211469534,66.86,51559.24,217894.34,4.226096816012028,4.454830160965685,4.454830160965685,4.454830160965685
Tulang Bawang,2020,17.659509974045235,27.654275417130144,31.80994223210975,24.236579310344826,81.01597960697072,1308.81,15.697104838709677,26.51684677419355,29.858016129032258,23.86270698924731,88.96763172043012,917.2199999999999,17.640154121863798,26.241225806451613,30.285293906810036,22.95948387096774,86.79268100358422,381.57,55881.56,215987.34,3.8650914541397916,4.226096816012028,4.340463488488856,4.340463488488856
Tulang Bawang,2021,17.20088955453149,26.103658986175116,29.392792473118284,23.321452995391702,88.0519430107527,1192.3200000000002,16.078341397849464,26.31093010752688,29.96176612903226,23.30915053763441,87.7911935483871,635.3299999999999,17.325286738351256,26.570591397849466,30.771186379928313,23.244555555555554,84.75567383512545,419.21000000000004,52601.29,232508.52,4.420205664157666,3.8650914541397916,4.04559413507591,4.182006143705835
Tulang Bawang,2022,17.824016282642088,26.3047534562212,29.478189708141322,23.524933333333333,87.35889907834101,1293.0700000000002,15.373975806451613,26.254467741935485,29.683540322580647,23.36780913978495,88.22023387096775,637.36,16.36637634408602,26.115713261648747,29.82739426523297,23.064716845878138,87.18851971326166,466.27,65510.84,268323.74,4.095867798367415,4.420205664157666,4.1426485591487285,4.170464644769829
Tulang Bawang,2023,17.05192043010753,26.178935483870966,29.452558064516133,23.319712596006145,87.47057910906297,1201.16,15.909575268817203,26.722844086021507,30.278424731182795,23.80471505376344,88.04226612903224,653.5600000000001,19.36300358422939,27.502616487455196,33.16389247311828,23.019283154121865,77.15721863799283,80.59,72025.12,319193.91,4.431702578211602,4.095867798367415,4.258036731262541,4.127054972221624
Tulang Bawang,2024,17.00996232851316,27.840443084909158,31.693699740452352,24.62100971449759,82.55982113459399,1127.25,15.202978494623656,27.178198924731184,30.852798387096772,24.150236559139785,87.56614516129032,636.2199999999999,18.424756272401435,27.92637634408602,33.25069892473118,23.671648745519715,76.57450896057348,197.16,75344.09,375139.71,4.97901972138757,4.431702578211602,4.263785188289509,4.315925346912228
Tulang Bawang Barat,2019,17.998651612903227,26.768311213517666,30.407549001536104,23.710162058371736,85.23084347158218,1284.22,16.6292311827957,26.47079032258064,30.37108870967742,23.315639784946235,87.45030376344086,536.36,19.779458781362006,27.965770609318998,34.638939068100356,22.741261648745517,69.3969211469534,66.86,6071.41,30670.11,5.051562981251473,3.758905963181553,3.758905963181553,3.758905963181553
Tulang Bawang Barat,2020,17.659509974045235,27.654275417130144,31.80994223210975,24.236579310344826,81.01597960697072,1308.81,15.697104838709677,26.51684677419355,29.858016129032258,23.86270698924731,88.96763172043012,917.2199999999999,17.640154121863798,26.241225806451613,30.285293906810036,22.95948387096774,86.79268100358422,381.57,6360.79,30361.02,4.773152391448233,5.051562981251473,4.405234472216513,4.405234472216513
Tulang Bawang Barat,2021,17.20088955453149,26.103658986175116,29.392792473118284,23.321452995391702,88.0519430107527,1192.3200000000002,16.078341397849464,26.31093010752688,29.96176612903226,23.30915053763441,87.7911935483871,635.3299999999999,17.325286738351256,26.570591397849466,30.771186379928313,23.244555555555554,84.75567383512545,419.21000000000004,6994.69,33802.34,4.832571565001451,4.773152391448233,4.912357686349853,4.527873778627086
Tulang Bawang Barat,2022,17.824016282642088,26.3047534562212,29.478189708141322,23.524933333333333,87.35889907834101,1293.0700000000002,15.373975806451613,26.254467741935485,29.683540322580647,23.36780913978495,88.22023387096775,637.36,16.36637634408602,26.115713261648747,29.82739426523297,23.064716845878138,87.18851971326166,466.27,10254.68,50700.33,4.944116247410938,4.832571565001451,4.802861978224842,4.885762312567052
Tulang Bawang Barat,2023,17.05192043010753,26.178935483870966,29.452558064516133,23.319712596006145,87.47057910906297,1201.16,15.909575268817203,26.722844086021507,30.278424731182795,23.80471505376344,88.04226612903224,653.5600000000001,19.36300358422939,27.502616487455196,33.16389247311828,23.019283154121865,77.15721863799283,80.59,9942.54,45954.48,4.622006046744595,4.944116247410938,4.888343906206194,4.849946734620207
Tulang Bawang Barat,2024,17.00996232851316,27.840443084909158,31.693699740452352,24.62100971449759,82.55982113459399,1127.25,15.202978494623656,27.178198924731184,30.852798387096772,24.150236559139785,87.56614516129032,636.2199999999999,18.424756272401435,27.92637634408602,33.25069892473118,23.671648745519715,76.57450896057348,197.16,7282.52,29538.83,4.056127549254928,4.622006046744595,4.783061147077767,4.7995646197189945
Way Kanan,2019,18.55684946236559,25.426711213517663,29.25176359447005,22.50349523809524,86.24462319508447,1301.48,17.86946505376344,25.23875,29.05165860215054,22.216139784946236,87.96743279569893,546.44,19.84474910394265,26.887132616487452,33.3572724014337,21.60378494623656,67.4448422939068,68.46000000000001,17586.18,59419.44,3.378757638099917,4.981534678500287,4.981534678500287,4.981534678500287
Way Kanan,2020,18.21333110863923,26.34434556915091,30.58177715980719,23.09136091954023,81.80971449758992,1306.29,16.95269623655914,25.250513440860217,28.62596505376344,22.68115322580645,89.61516397849462,925.3799999999999,18.045419354838707,25.034451612903226,29.168261648745524,21.840620071684587,87.02582078853045,394.78,17766.75,78824.55,4.436633036430411,3.378757638099917,4.1801461583001025,4.1801461583001025
Way Kanan,2021,17.52781321044547,24.8514668202765,28.37069032258064,22.113634562211985,88.33451520737327,1215.37,17.69142741935484,25.036650537634408,28.63052688172043,22.179559139784946,88.60158064516129,641.1600000000001,18.178283154121868,25.31001075268817,29.507139784946233,22.073401433691757,85.5864623655914,433.51,17403.59,82234.55,4.725148661856548,4.436633036430411,3.907695337265164,4.265641784343539
Way Kanan,2022,18.728911827956985,25.043619201228875,28.499922734254994,22.34963425499232,87.78896774193547,1285.03,16.513959677419354,25.081475806451614,28.550905913978497,22.31406182795699,88.5293682795699,664.27,16.92528315412186,24.97026164874552,28.82434050179211,22.028053763440862,87.5343010752688,490.44000000000005,21224.06,100985.27,4.758056187176252,4.725148661856548,4.580890849143479,4.180179778795625
Way Kanan,2023,17.345143471582183,24.94110783410138,28.480665898617513,22.114285867895543,87.57433917050692,1213.87,16.805037634408603,25.505521505376347,29.04736827956989,22.752916666666668,88.64734946236561,655.52,19.096885304659498,26.291129032258066,31.745254480286736,21.8933835125448,77.2123799283154,82.19,18720.83,84631.42,4.520708750626975,4.758056187176252,4.7416024245164,4.63994596182107
Way Kanan,2024,17.509498998887654,26.42988016314423,30.349725250278084,23.400297515758247,83.89776143863551,1161.3000000000002,16.615051075268816,25.901682795698925,29.474473118279573,23.085303763440862,88.51260215053762,648.8100000000001,18.79416129032258,26.65487455197133,31.87825448028674,22.531480286738354,76.93832258064516,198.36,19986.05,95711.27,4.78890376037286,4.520708750626975,4.639382468901614,4.667971199886591
