kabupaten,tahun,bulan,ALLSKY_SFC_SW_DWN,T2M,T2M_MAX,T2M_MIN,RH2M,PRECTOTCORR
Lampung Selatan,2024,2,18.734137931034482,27.808275862068967,29.705172413793104,26.185172413793104,84.01620689655172,278.03
Lampung Selatan,2024,3,18.561612903225804,27.998709677419356,30.090645161290322,26.333548387096776,84.41451612903225,306.23
Lampung Selatan,2024,4,16.710333333333335,28.691333333333333,30.530666666666665,27.157333333333334,82.96233333333333,246.27
Lampung Selatan,2024,5,16.106129032258064,28.66,30.465806451612906,27.248387096774195,82.90677419354839,154.95
Lampung Selatan,2024,6,15.209,28.147666666666666,29.891666666666666,26.717333333333332,81.74666666666667,141.21
Lampung Selatan,2024,7,17.488387096774193,27.39032258064516,29.42516129032258,25.787419354838708,80.01967741935485,116.5
Lampung Selatan,2024,8,19.11032258064516,27.723225806451612,30.509354838709676,25.589032258064517,77.43387096774192,46.82
Lampung Selatan,2024,9,20.28166666666667,28.444,31.840333333333334,25.933,74.382,70.6
Lampung Selatan,2024,10,22.120645161290323,29.066451612903226,32.62967741935484,26.470000000000002,73.28064516129032,58.43
Lampung Selatan,2024,11,17.488333333333333,28.194000000000003,30.528666666666666,26.483666666666668,80.80566666666667,243.12
Lampung Selatan,2024,12,15.973225806451614,27.66774193548387,29.868387096774192,25.89290322580645,83.76677419354839,269.91
Lampung Tengah,2018,1,17.816774193548387,25.62677419354839,29.602903225806454,22.419677419354837,85.6083870967742,162.5
Lampung Tengah,2018,2,16.846071428571427,25.628214285714286,28.937857142857144,22.923214285714288,88.79357142857143,386.16
Lampung Tengah,2018,3,19.11258064516129,25.688064516129035,29.058709677419355,23.065483870967743,88.57483870967742,385.61
Lampung Tengah,2018,4,17.163,26.279333333333334,29.749333333333333,23.537666666666667,88.14733333333334,205.17
Lampung Tengah,2018,5,15.543870967741936,26.168064516129032,29.791935483870965,23.409032258064514,88.74870967741936,134.0
Lampung Tengah,2018,6,14.603,25.675666666666665,29.14966666666667,23.069333333333336,89.13366666666667,114.81
Lampung Tengah,2018,7,18.033548387096772,25.14548387096774,29.69967741935484,21.671290322580642,84.41870967741936,11.82
Lampung Tengah,2018,8,17.379677419354838,26.337741935483873,31.99451612903226,22.39741935483871,76.12516129032258,35.82
Lampung Tengah,2018,9,19.387,27.116,33.371,22.388333333333332,72.02366666666667,40.660000000000004
Lampung Tengah,2018,10,19.32903225806452,28.173870967741934,34.25741935483871,23.660645161290322,71.70935483870967,67.69
Lampung Tengah,2018,11,17.786,27.139333333333333,31.814333333333334,23.836000000000002,80.20333333333333,160.09
Lampung Tengah,2018,12,17.562903225806455,26.620322580645162,30.980967741935483,23.43516129032258,81.57483870967742,113.27
Lampung Tengah,2019,1,18.001290322580644,26.393870967741936,30.27064516129032,23.39258064516129,85.98483870967742,313.27
Lampung Tengah,2019,2,18.365000000000002,26.24142857142857,29.952142857142857,23.349999999999998,87.72785714285715,299.79
Lampung Tengah,2019,3,18.27806451612903,26.105483870967742,29.668709677419354,23.151290322580646,87.29870967741937,328.5
Lampung Tengah,2019,4,16.603666666666665,26.625999999999998,30.200666666666667,23.84766666666667,88.09066666666668,314.43
Lampung Tengah,2019,5,16.725161290322582,26.365161290322582,29.923870967741934,23.619032258064518,88.6783870967742,66.51
Lampung Tengah,2019,6,15.721,25.738,29.667666666666666,22.810666666666666,87.96166666666666,52.29
Lampung Tengah,2019,7,17.46709677419355,25.553870967741933,30.32225806451613,21.95451612903226,83.5516129032258,67.77
Lampung Tengah,2019,8,18.23225806451613,26.853225806451615,33.43,22.085806451612903,71.37838709677419,1.15
Lampung Tengah,2019,9,20.199666666666666,28.330333333333332,35.81433333333334,22.552666666666667,62.89266666666666,4.2299999999999995
Lampung Tengah,2019,10,20.906451612903226,28.971290322580646,36.34548387096774,23.40838709677419,63.604193548387094,49.64
Lampung Tengah,2019,11,19.722666666666665,29.30666666666667,36.13733333333333,24.146666666666665,63.961,50.97
Lampung Tengah,2019,12,17.260967741935485,28.123870967741937,33.4441935483871,24.171290322580642,75.61032258064516,266.77
Lampung Tengah,2020,1,17.18903225806452,26.34741935483871,29.85,23.638387096774192,88.78967741935485,446.99
Lampung Tengah,2020,2,16.810689655172414,26.17413793103448,29.46344827586207,23.52896551724138,89.17758620689655,184.77
Lampung Tengah,2020,3,17.3141935483871,26.426451612903225,29.494193548387095,23.90064516129032,88.98096774193547,360.77
Lampung Tengah,2020,4,17.196666666666665,26.600666666666665,29.903000000000002,24.009999999999998,88.83233333333332,270.59
Lampung Tengah,2020,5,15.628064516129033,26.552258064516128,29.789032258064516,24.19516129032258,89.84032258064516,180.06
Lampung Tengah,2020,6,14.604333333333333,25.783,29.090666666666667,23.311666666666667,89.97633333333333,296.07
Lampung Tengah,2020,7,15.359354838709677,25.315483870967743,28.87,22.67774193548387,89.3683870967742,141.1
Lampung Tengah,2020,8,18.53258064516129,25.530322580645162,29.600322580645162,22.39032258064516,88.17354838709677,124.42
Lampung Tengah,2020,9,17.874333333333333,25.916666666666668,30.220000000000002,22.658,86.09666666666666,97.57
Lampung Tengah,2020,10,16.513548387096776,26.082903225806454,30.118709677419353,23.158709677419353,85.72709677419354,119.2
Lampung Tengah,2020,11,17.229666666666667,26.594333333333335,31.031333333333333,23.314,83.15599999999999,125.93
Lampung Tengah,2020,12,17.047096774193548,25.83258064516129,29.587419354838712,22.764193548387095,85.37516129032258,285.0
Lampung Tengah,2021,1,15.02516129032258,25.414193548387097,28.575806451612905,22.840967741935486,89.41258064516128,319.5
Lampung Tengah,2021,2,17.366071428571427,25.59142857142857,28.826071428571428,23.062142857142856,90.02785714285714,269.94
Lampung Tengah,2021,3,19.336451612903225,25.643548387096775,28.970000000000002,22.84903225806452,88.53193548387097,166.76
Lampung Tengah,2021,4,17.066666666666666,25.944333333333336,29.472666666666665,23.173,88.20266666666666,233.07
Lampung Tengah,2021,5,15.928709677419356,26.463870967741936,29.98483870967742,23.824193548387097,89.0283870967742,85.36
Lampung Tengah,2021,6,15.157666666666668,25.679666666666666,29.139,22.970666666666666,88.55766666666666,76.74000000000001
Lampung Tengah,2021,7,16.16032258064516,25.519354838709678,29.856129032258064,22.176451612903225,85.0232258064516,51.269999999999996
Lampung Tengah,2021,8,15.307419354838709,26.321290322580648,31.086129032258064,22.903548387096773,81.90129032258065,114.67999999999999
Lampung Tengah,2021,9,17.91166666666667,26.212333333333333,30.73033333333333,22.89966666666667,84.09833333333333,154.78
Lampung Tengah,2021,10,18.756774193548388,26.804193548387094,31.33516129032258,23.45193548387097,81.92709677419356,129.84
Lampung Tengah,2021,11,17.11466666666667,25.924333333333333,29.378666666666668,23.223000000000003,87.291,358.77
Lampung Tengah,2021,12,16.876451612903224,25.99290322580645,29.363225806451613,23.373870967741937,87.46387096774194,259.39
Lampung Tengah,2022,1,17.88064516129032,25.67064516129032,28.741612903225807,23.199677419354842,89.44870967741934,315.24
Lampung Tengah,2022,2,18.679285714285715,25.643571428571427,29.18285714285714,22.736071428571428,87.62750000000001,194.45
Lampung Tengah,2022,3,18.569032258064517,26.24225806451613,29.852903225806454,23.31645161290323,86.19096774193548,124.38
Lampung Tengah,2022,4,18.03166666666667,26.148666666666667,29.73966666666667,23.273000000000003,86.98266666666667,183.79000000000002
Lampung Tengah,2022,5,15.10741935483871,26.176129032258064,29.443548387096776,23.601935483870967,89.18548387096774,195.28
Lampung Tengah,2022,6,13.371333333333332,25.316666666666666,28.663333333333334,22.788999999999998,89.595,124.91
Lampung Tengah,2022,7,14.985483870967743,25.562580645161294,29.227096774193548,22.74806451612903,88.65709677419355,78.01
Lampung Tengah,2022,8,16.137096774193548,25.72774193548387,29.49451612903226,22.93548387096774,87.90096774193547,139.61
Lampung Tengah,2022,9,16.323,25.791,29.821666666666665,22.802333333333333,85.85799999999999,78.84
Lampung Tengah,2022,10,16.639032258064514,25.848064516129032,29.67064516129032,23.06709677419355,86.5125806451613,182.17
Lampung Tengah,2022,11,16.637666666666668,26.151,30.108999999999998,23.071,85.17466666666668,125.92
Lampung Tengah,2022,12,16.200645161290325,25.84,29.67967741935484,22.71225806451613,85.7567741935484,225.79
Lampung Tengah,2023,1,17.640967741935484,25.51290322580645,29.01516129032258,22.679354838709678,88.00741935483872,334.62
Lampung Tengah,2023,2,16.830000000000002,25.450714285714287,28.807142857142857,22.597857142857144,87.88,168.63
Lampung Tengah,2023,3,17.950322580645164,25.87,29.267096774193547,23.1658064516129,88.51225806451613,292.71
Lampung Tengah,2023,4,18.066666666666666,26.303,29.998,23.303,87.22133333333333,114.94999999999999
Lampung Tengah,2023,5,16.016774193548386,26.668064516129032,30.169999999999998,24.044838709677418,88.48,155.94
Lampung Tengah,2023,6,14.760666666666667,26.088,29.566333333333333,23.388333333333332,89.26066666666667,127.81
Lampung Tengah,2023,7,14.794193548387097,25.807741935483868,29.46741935483871,23.135161290322582,88.22838709677418,191.52
Lampung Tengah,2023,8,17.41,25.87516129032258,30.629354838709677,22.36225806451613,84.7158064516129,60.52
Lampung Tengah,2023,9,19.87933333333333,27.395666666666667,34.12,22.358666666666668,72.066,4.3
Lampung Tengah,2023,10,20.799677419354836,29.67774193548387,36.81516129032258,24.23,63.11290322580645,5.85
Lampung Tengah,2023,11,16.649333333333335,29.044666666666668,34.69533333333333,24.931333333333335,72.16733333333333,99.2
Lampung Tengah,2023,12,16.843870967741935,28.03322580645161,33.22129032258064,24.312580645161294,77.1783870967742,184.12
Lampung Tengah,2024,1,16.40032258064516,26.725806451612904,30.42806451612903,23.845161290322583,86.41354838709677,239.81
Lampung Tengah,2024,2,17.412413793103447,26.697241379310345,30.12448275862069,24.05103448275862,88.17103448275863,242.89
Lampung Tengah,2024,3,17.743870967741934,26.955161290322582,30.63225806451613,23.958387096774196,87.23548387096774,299.58
Lampung Tengah,2024,4,15.331999999999999,27.327333333333332,30.799333333333333,24.564666666666668,88.41366666666666,258.16
Lampung Tengah,2024,5,14.949354838709677,27.122258064516128,30.658709677419353,24.464193548387097,89.43806451612903,165.66
Lampung Tengah,2024,6,14.117333333333333,26.565,29.991333333333333,23.834999999999997,88.02833333333334,119.89
Lampung Tengah,2024,7,16.413225806451614,25.794516129032257,30.035806451612903,22.654516129032256,85.97290322580645,30.7
Lampung Tengah,2024,8,17.538387096774194,26.970645161290324,32.498709677419356,22.826129032258066,78.77032258064517,35.43
Lampung Tengah,2024,9,18.232333333333333,28.208333333333332,34.410999999999994,23.711333333333336,71.703,68.74
Lampung Tengah,2024,10,19.503548387096775,28.826129032258066,35.18741935483871,24.162580645161288,69.64354838709677,68.47
Lampung Tengah,2024,11,15.322333333333335,27.29866666666667,31.711000000000002,24.034,82.096,265.13
Lampung Tengah,2024,12,14.943225806451613,26.546774193548387,30.398387096774194,23.459032258064518,85.19354838709677,232.13
Lampung Timur,2018,1,17.429032258064513,26.465806451612906,29.65741935483871,23.76516129032258,84.45870967741935,163.21
Lampung Timur,2018,2,18.649285714285714,26.345,28.91857142857143,24.138214285714287,87.48642857142856,421.06
Lampung Timur,2018,3,19.30032258064516,26.626129032258063,29.200967741935486,24.406129032258065,86.02032258064517,374.33
Lampung Timur,2018,4,18.052666666666667,27.355,29.923333333333336,25.345000000000002,84.76833333333335,218.1
Lampung Timur,2018,5,17.52032258064516,27.36225806451613,29.89483870967742,25.488387096774193,85.50225806451614,123.12
Lampung Timur,2018,6,16.109333333333332,26.862666666666666,29.424666666666667,24.955666666666666,85.20566666666667,109.86
Lampung Timur,2018,7,18.72483870967742,26.200967741935486,29.60225806451613,23.556451612903224,81.21548387096773,8.9
Lampung Timur,2018,8,18.653225806451612,26.88806451612903,30.898064516129033,24.001935483870966,76.68612903225807,28.36
Lampung Timur,2018,9,19.889,27.640333333333334,32.282666666666664,24.159333333333333,72.76233333333333,43.79
Lampung Timur,2018,10,19.84967741935484,28.67064516129032,33.042258064516126,25.357096774193547,71.87387096774194,74.35
Lampung Timur,2018,11,18.252666666666666,27.779333333333334,31.127333333333336,25.314,79.78999999999999,160.7
Lampung Timur,2018,12,17.448064516129033,27.23225806451613,30.468064516129033,24.719677419354838,81.4858064516129,130.24
Lampung Timur,2019,1,19.00548387096774,27.010645161290324,29.962580645161292,24.575483870967744,85.2074193548387,325.41
Lampung Timur,2019,2,19.937857142857144,27.104285714285712,29.782857142857143,24.8875,85.30892857142858,288.05
Lampung Timur,2019,3,18.656774193548387,26.97935483870968,29.623870967741937,24.637096774193548,85.05483870967741,325.85
Lampung Timur,2019,4,18.971999999999998,27.66433333333333,30.306,25.462333333333333,84.92333333333333,289.9
Lampung Timur,2019,5,17.94709677419355,27.500967741935483,30.009354838709676,25.592903225806452,85.6658064516129,80.92999999999999
Lampung Timur,2019,6,16.682333333333336,26.976999999999997,29.772,24.916999999999998,83.74499999999999,47.41
Lampung Timur,2019,7,18.4,26.568387096774195,29.967741935483872,24.11935483870968,81.05225806451612,56.59
Lampung Timur,2019,8,19.77032258064516,27.118387096774192,31.804516129032255,23.674838709677417,73.76483870967742,3.2600000000000002
Lampung Timur,2019,9,21.050666666666665,28.227666666666668,33.593666666666664,24.257,67.91466666666666,4.02
Lampung Timur,2019,10,22.033870967741933,29.070645161290326,34.604193548387094,24.918387096774193,67.06516129032258,45.349999999999994
Lampung Timur,2019,11,21.201999999999998,29.491333333333333,34.87233333333334,25.54866666666667,66.76,55.400000000000006
Lampung Timur,2019,12,18.830967741935485,28.656774193548387,32.72774193548387,25.476774193548387,75.62612903225806,265.54
Lampung Timur,2020,1,18.786129032258064,27.09741935483871,29.899677419354838,24.809354838709677,87.00354838709679,448.78
Lampung Timur,2020,2,18.09,26.95344827586207,29.431724137931035,24.78793103448276,87.71724137931035,263.79
Lampung Timur,2020,3,18.121935483870967,27.319032258064517,29.700322580645164,25.246129032258064,86.35677419354839,343.32
Lampung Timur,2020,4,18.657333333333334,27.546,29.896666666666665,25.569000000000003,85.39933333333333,264.55
Lampung Timur,2020,5,16.216129032258063,27.53451612903226,29.781612903225806,25.809354838709677,87.08064516129032,179.54
Lampung Timur,2020,6,16.039333333333335,26.954333333333334,29.38566666666667,25.168333333333333,86.394,240.71
Lampung Timur,2020,7,16.695483870967742,26.47,29.023548387096774,24.539677419354838,86.04290322580646,129.37
Lampung Timur,2020,8,19.634516129032257,26.580967741935485,29.44193548387097,24.39516129032258,85.12193548387097,110.21000000000001
Lampung Timur,2020,9,18.83966666666667,26.937666666666665,30.022,24.49233333333333,83.26266666666668,104.45
Lampung Timur,2020,10,17.818064516129034,26.995483870967742,29.899677419354838,24.748387096774195,83.92032258064516,127.63
Lampung Timur,2020,11,17.349333333333334,27.329666666666665,30.418666666666663,24.916,82.70466666666667,125.05
Lampung Timur,2020,12,17.049677419354836,26.470645161290324,29.158709677419353,24.198387096774194,85.57483870967742,276.07
Lampung Timur,2021,1,15.440967741935484,26.100645161290323,28.56032258064516,24.04774193548387,88.47806451612904,325.63
Lampung Timur,2021,2,17.595357142857143,26.271071428571428,28.721785714285716,24.212500000000002,89.47214285714287,327.99
Lampung Timur,2021,3,19.870645161290323,26.484193548387097,28.979032258064517,24.286774193548386,86.29741935483871,213.77
Lampung Timur,2021,4,18.813,26.927000000000003,29.554333333333332,24.757,85.21000000000001,227.32
Lampung Timur,2021,5,16.618387096774192,27.49483870967742,30.010967741935485,25.609032258064516,85.93193548387096,95.12
Lampung Timur,2021,6,15.077666666666666,26.779,29.269,24.799333333333333,85.729,83.07
Lampung Timur,2021,7,16.823870967741936,26.563548387096777,29.63,24.215806451612906,83.05612903225806,54.96
Lampung Timur,2021,8,17.232580645161292,26.978064516129034,30.124193548387098,24.768709677419356,81.90935483870967,105.14
Lampung Timur,2021,9,17.979,26.983333333333334,30.070333333333334,24.645333333333333,82.91000000000001,153.62
Lampung Timur,2021,10,19.53258064516129,27.590967741935486,30.819032258064517,25.056129032258063,80.61032258064516,135.49
Lampung Timur,2021,11,17.31066666666667,26.757333333333335,29.35033333333333,24.578666666666667,85.39833333333333,312.79
Lampung Timur,2021,12,17.98193548387097,26.758064516129032,29.23774193548387,24.575806451612905,85.95354838709677,329.32
Lampung Timur,2022,1,18.811612903225804,26.399032258064516,28.70741935483871,24.376451612903224,87.89935483870968,311.57
Lampung Timur,2022,2,18.75392857142857,26.493214285714284,29.21,24.096785714285716,85.3442857142857,221.79
Lampung Timur,2022,3,18.822903225806453,27.05322580645161,29.740645161290324,24.759032258064515,85.22258064516129,138.57999999999998
Lampung Timur,2022,4,19.051666666666666,27.069666666666667,29.795,24.828,85.08466666666666,164.71
Lampung Timur,2022,5,15.711612903225806,27.162580645161288,29.568387096774195,25.159354838709678,86.01483870967742,195.62
Lampung Timur,2022,6,14.861333333333334,26.389,28.804666666666666,24.523666666666667,86.42666666666668,120.33999999999999
Lampung Timur,2022,7,15.80774193548387,26.616451612903226,29.193548387096776,24.68548387096774,85.72774193548386,80.85
Lampung Timur,2022,8,17.654193548387095,26.70483870967742,29.32709677419355,24.72225806451613,85.25354838709679,128.88
Lampung Timur,2022,9,18.262999999999998,26.603333333333335,29.458333333333332,24.301333333333332,84.44800000000001,94.48
Lampung Timur,2022,10,17.760322580645163,26.587419354838712,29.259032258064515,24.448064516129033,85.52354838709678,180.7
Lampung Timur,2022,11,18.529333333333334,26.796,29.703,24.430333333333333,84.921,135.9
Lampung Timur,2022,12,16.406774193548387,26.489032258064515,29.291935483870965,24.138709677419353,85.78322580645163,235.0
Lampung Timur,2023,1,18.219032258064516,26.21225806451613,28.924193548387095,23.969032258064516,87.21645161290323,308.03
Lampung Timur,2023,2,16.90607142857143,26.163928571428574,28.6925,23.869642857142857,87.14428571428572,246.44
Lampung Timur,2023,3,19.338709677419356,26.629354838709677,29.25032258064516,24.31967741935484,86.31290322580645,302.34
Lampung Timur,2023,4,20.0,27.097666666666665,29.852666666666668,24.83833333333333,85.71566666666666,121.21
Lampung Timur,2023,5,17.43548387096774,27.753548387096775,30.259354838709676,25.81096774193548,85.03354838709677,141.41
Lampung Timur,2023,6,15.589666666666666,27.195666666666668,29.740666666666666,25.244333333333334,85.73366666666666,125.63
Lampung Timur,2023,7,15.858064516129032,26.835483870967742,29.469677419354838,24.850645161290323,84.9558064516129,181.02
Lampung Timur,2023,8,19.356451612903225,26.753225806451614,30.176451612903225,24.18516129032258,82.59548387096774,53.57
Lampung Timur,2023,9,22.101999999999997,27.73033333333333,32.53766666666667,24.102666666666668,74.02733333333335,3.8400000000000003
Lampung Timur,2023,10,22.809354838709677,29.831935483870968,35.17193548387097,25.85967741935484,66.0658064516129,8.17
Lampung Timur,2023,11,18.096,29.410333333333334,33.688,26.237333333333332,73.598,115.47
Lampung Timur,2023,12,18.908709677419353,28.736129032258066,32.88548387096775,25.596129032258066,76.0516129032258,149.28
Lampung Timur,2024,1,17.054193548387094,27.486451612903224,30.424838709677417,25.017419354838708,84.93290322580646,266.57
Lampung Timur,2024,2,18.734137931034482,27.443793103448275,29.994137931034484,25.301379310344828,86.32551724137932,277.96
Lampung Timur,2024,3,18.561612903225804,27.706451612903226,30.561290322580643,25.338064516129034,85.86967741935484,301.57
Lampung Timur,2024,4,16.710333333333335,28.359666666666666,30.916999999999998,26.21066666666667,84.73966666666666,243.83
Lampung Timur,2024,5,16.106129032258064,28.253548387096775,30.77,26.387096774193548,85.8941935483871,160.2
Lampung Timur,2024,6,15.209,27.63,30.154999999999998,25.629666666666665,84.873,122.1
Lampung Timur,2024,7,17.488387096774193,26.87677419354839,29.91483870967742,24.660645161290322,83.06387096774193,54.41
Lampung Timur,2024,8,19.11032258064516,27.483870967741936,31.32774193548387,24.607741935483872,79.3016129032258,37.71
Lampung Timur,2024,9,20.28166666666667,28.527,32.967333333333336,25.217666666666666,73.499,74.32000000000001
Lampung Timur,2024,10,22.120645161290323,29.200000000000003,33.99548387096774,25.65741935483871,71.52645161290323,64.65
Lampung Timur,2024,11,17.488333333333333,28.037666666666667,31.234666666666666,25.575333333333333,81.07333333333332,247.94
Lampung Timur,2024,12,15.973225806451614,27.267419354838708,30.153548387096773,24.840967741935486,84.84516129032258,259.73
Lampung Utara,2018,1,18.103870967741937,25.62677419354839,29.602903225806454,22.419677419354837,85.6083870967742,162.5
Lampung Utara,2018,2,17.825,25.628214285714286,28.937857142857144,22.923214285714288,88.79357142857143,386.16
Lampung Utara,2018,3,18.828709677419358,25.688064516129035,29.058709677419355,23.065483870967743,88.57483870967742,385.61
Lampung Utara,2018,4,18.699666666666666,26.279333333333334,29.749333333333333,23.537666666666667,88.14733333333334,205.17
Lampung Utara,2018,5,17.076129032258066,26.168064516129032,29.791935483870965,23.409032258064514,88.74870967741936,134.0
Lampung Utara,2018,6,15.843333333333334,25.675666666666665,29.14966666666667,23.069333333333336,89.13366666666667,114.81
Lampung Utara,2018,7,18.470967741935485,25.14548387096774,29.69967741935484,21.671290322580642,84.41870967741936,11.82
Lampung Utara,2018,8,17.703225806451613,26.337741935483873,31.99451612903226,22.39741935483871,76.12516129032258,35.82
Lampung Utara,2018,9,19.80933333333333,27.116,33.371,22.388333333333332,72.02366666666667,40.660000000000004
Lampung Utara,2018,10,19.184838709677418,28.173870967741934,34.25741935483871,23.660645161290322,71.70935483870967,67.69
Lampung Utara,2018,11,18.41166666666667,27.139333333333333,31.814333333333334,23.836000000000002,80.20333333333333,160.09
Lampung Utara,2018,12,18.42774193548387,26.620322580645162,30.980967741935483,23.43516129032258,81.57483870967742,113.27
Lampung Utara,2019,1,18.27548387096774,26.393870967741936,30.27064516129032,23.39258064516129,85.98483870967742,313.27
Lampung Utara,2019,2,18.88,26.24142857142857,29.952142857142857,23.349999999999998,87.72785714285715,299.79
Lampung Utara,2019,3,18.789354838709677,26.105483870967742,29.668709677419354,23.151290322580646,87.29870967741937,328.5
Lampung Utara,2019,4,18.870333333333335,26.625999999999998,30.200666666666667,23.84766666666667,88.09066666666668,314.43
Lampung Utara,2019,5,18.256451612903227,26.365161290322582,29.923870967741934,23.619032258064518,88.6783870967742,66.51
Lampung Utara,2019,6,16.633333333333333,25.738,29.667666666666666,22.810666666666666,87.96166666666666,52.29
Lampung Utara,2019,7,17.717741935483872,25.553870967741933,30.32225806451613,21.95451612903226,83.5516129032258,67.77
Lampung Utara,2019,8,18.969354838709677,26.853225806451615,33.43,22.085806451612903,71.37838709677419,1.15
Lampung Utara,2019,9,20.28166666666667,28.330333333333332,35.81433333333334,22.552666666666667,62.89266666666666,4.2299999999999995
Lampung Utara,2019,10,20.28322580645161,28.971290322580646,36.34548387096774,23.40838709677419,63.604193548387094,49.64
Lampung Utara,2019,11,20.626666666666665,29.30666666666667,36.13733333333333,24.146666666666665,63.961,50.97
Lampung Utara,2019,12,18.468709677419355,28.123870967741937,33.4441935483871,24.171290322580642,75.61032258064516,266.77
Lampung Utara,2020,1,16.960322580645162,26.34741935483871,29.85,23.638387096774192,88.78967741935485,446.99
Lampung Utara,2020,2,16.874827586206898,26.17413793103448,29.46344827586207,23.52896551724138,89.17758620689655,184.77
Lampung Utara,2020,3,18.136129032258065,26.426451612903225,29.494193548387095,23.90064516129032,88.98096774193547,360.77
Lampung Utara,2020,4,18.185666666666666,26.600666666666665,29.903000000000002,24.009999999999998,88.83233333333332,270.59
Lampung Utara,2020,5,16.851935483870967,26.552258064516128,29.789032258064516,24.19516129032258,89.84032258064516,180.06
Lampung Utara,2020,6,16.248666666666665,25.783,29.090666666666667,23.311666666666667,89.97633333333333,296.07
Lampung Utara,2020,7,16.524516129032257,25.315483870967743,28.87,22.67774193548387,89.3683870967742,141.1
Lampung Utara,2020,8,18.855483870967742,25.530322580645162,29.600322580645162,22.39032258064516,88.17354838709677,124.42
Lampung Utara,2020,9,18.113999999999997,25.916666666666668,30.220000000000002,22.658,86.09666666666666,97.57
Lampung Utara,2020,10,17.166774193548385,26.082903225806454,30.118709677419353,23.158709677419353,85.72709677419354,119.2
Lampung Utara,2020,11,17.85533333333333,26.594333333333335,31.031333333333333,23.314,83.15599999999999,125.93
Lampung Utara,2020,12,17.700322580645164,25.83258064516129,29.587419354838712,22.764193548387095,85.37516129032258,285.0
Lampung Utara,2021,1,15.560322580645161,25.414193548387097,28.575806451612905,22.840967741935486,89.41258064516128,319.5
Lampung Utara,2021,2,17.11857142857143,25.59142857142857,28.826071428571428,23.062142857142856,90.02785714285714,269.94
Lampung Utara,2021,3,19.404516129032256,25.643548387096775,28.970000000000002,22.84903225806452,88.53193548387097,166.76
Lampung Utara,2021,4,19.014666666666663,25.944333333333336,29.472666666666665,23.173,88.20266666666666,233.07
Lampung Utara,2021,5,17.56451612903226,26.463870967741936,29.98483870967742,23.824193548387097,89.0283870967742,85.36
Lampung Utara,2021,6,16.722333333333335,25.679666666666666,29.139,22.970666666666666,88.55766666666666,76.74000000000001
Lampung Utara,2021,7,17.464193548387097,25.519354838709678,29.856129032258064,22.176451612903225,85.0232258064516,51.269999999999996
Lampung Utara,2021,8,16.94516129032258,26.321290322580648,31.086129032258064,22.903548387096773,81.90129032258065,114.67999999999999
Lampung Utara,2021,9,18.220333333333333,26.212333333333333,30.73033333333333,22.89966666666667,84.09833333333333,154.78
Lampung Utara,2021,10,19.36935483870968,26.804193548387094,31.33516129032258,23.45193548387097,81.92709677419356,129.84
Lampung Utara,2021,11,18.471333333333334,25.924333333333333,29.378666666666668,23.223000000000003,87.291,358.77
Lampung Utara,2021,12,18.054516129032258,25.99290322580645,29.363225806451613,23.373870967741937,87.46387096774194,259.39
Lampung Utara,2022,1,18.279032258064515,25.67064516129032,28.741612903225807,23.199677419354842,89.44870967741934,315.24
Lampung Utara,2022,2,19.66,25.643571428571427,29.18285714285714,22.736071428571428,87.62750000000001,194.45
Lampung Utara,2022,3,19.179677419354835,26.24225806451613,29.852903225806454,23.31645161290323,86.19096774193548,124.38
Lampung Utara,2022,4,18.772666666666666,26.148666666666667,29.73966666666667,23.273000000000003,86.98266666666667,183.79000000000002
Lampung Utara,2022,5,16.66548387096774,26.176129032258064,29.443548387096776,23.601935483870967,89.18548387096774,195.28
Lampung Utara,2022,6,15.448333333333332,25.316666666666666,28.663333333333334,22.788999999999998,89.595,124.91
Lampung Utara,2022,7,15.169354838709678,25.562580645161294,29.227096774193548,22.74806451612903,88.65709677419355,78.01
Lampung Utara,2022,8,16.66548387096774,25.72774193548387,29.49451612903226,22.93548387096774,87.90096774193547,139.61
Lampung Utara,2022,9,16.831333333333333,25.791,29.821666666666665,22.802333333333333,85.85799999999999,78.84
Lampung Utara,2022,10,17.279032258064515,25.848064516129032,29.67064516129032,23.06709677419355,86.5125806451613,182.17
Lampung Utara,2022,11,17.67366666666667,26.151,30.108999999999998,23.071,85.17466666666668,125.92
Lampung Utara,2022,12,16.707741935483874,25.84,29.67967741935484,22.71225806451613,85.7567741935484,225.79
Lampung Utara,2023,1,17.873548387096776,25.51290322580645,29.01516129032258,22.679354838709678,88.00741935483872,334.62
Lampung Utara,2023,2,17.047857142857143,25.450714285714287,28.807142857142857,22.597857142857144,87.88,168.63
Lampung Utara,2023,3,17.42290322580645,25.87,29.267096774193547,23.1658064516129,88.51225806451613,292.71
Lampung Utara,2023,4,18.683333333333334,26.303,29.998,23.303,87.22133333333333,114.94999999999999
Lampung Utara,2023,5,17.781290322580645,26.668064516129032,30.169999999999998,24.044838709677418,88.48,155.94
Lampung Utara,2023,6,15.551333333333334,26.088,29.566333333333333,23.388333333333332,89.26066666666667,127.81
Lampung Utara,2023,7,15.204193548387096,25.807741935483868,29.46741935483871,23.135161290322582,88.22838709677418,191.52
Lampung Utara,2023,8,17.706774193548387,25.87516129032258,30.629354838709677,22.36225806451613,84.7158064516129,60.52
Lampung Utara,2023,9,19.680333333333333,27.395666666666667,34.12,22.358666666666668,72.066,4.3
Lampung Utara,2023,10,19.903548387096773,29.67774193548387,36.81516129032258,24.23,63.11290322580645,5.85
